Title,Summary,Genre,Feature
#리얼리티하이,"똑똑하지만 인기는 없는 10대 소녀 대니. 오랜 짝사랑의 관심을 끌게 된 순간, 고난이 시작된다. 내 남자를 낚아채다니! SNS 스타인 그의 전 여친이 맹공을 퍼붓는다.","미국 영화,청춘 영화,코미디","위트,가슴 뭉클"
박나래의 농염주의보,"언제나 뜨거운 여자, 대한민국 대표 코미디언 박나래. 그녀가 방송에선 못 했던 아찔한 경험담을 방출한다. 상상을 뛰어넘는 농염한 무대. 이렇게 깊이 들어갈 줄 몰랐죠?","스탠드업 코미디,코미디,버라이어티 예능",선정적
이지 걸,"사랑 따위, 난 관심 없어. 숨 쉬듯이 남자를 바꾸며 원하는 걸 얻어내는 사촌 언니. 그녀 덕에 칸에서 호화로운 여름을 맛본 나이마의 가치관이 흔들린다. 명품과 화려한 삶을 누리려면 언니처럼 부자를 만나면 되는 걸까.","프랑스 영화,사회 이슈 드라마,코미디",은밀한
배드 맘스,무책임하고 무능력하고 무관심한 남편 뒤치다꺼리는 이제 그만. 스트레스와 고된 일에 지친 싱글맘 에이미는 이제 다 때려치우고 자신을 위해 '나쁜 엄마'가 되기로 한다.,"미국 영화,코미디,블록버스터 코미디",선정적
샤프트,사립 탐정 아버지와 FBI 데이터 분석가 아들. 수십 년 만에 만났어도 부전자전 아니겠는가? 존 샤프트의 상상이 보기 좋게 깨진다. 손발이 안 맞아도 너무 안 맞아!,"미국 영화,액션 & 어드벤처,코미디·액션,액션 스릴러,액션 & 어드벤처·범죄,코미디",흥미진진
반쪽의 이야기,"용돈 벌이를 위해 폴의 러브레터 대필을 맡게 된 엘리. 하는 짓이 마음에 들진 않지만, 자꾸 만나다 보니 이 친구, 정이 든다. 그런데 그건 둘째 치고, 러브레터 상대에게 자꾸 설레는 걸 어쩐담?","LGBTQ 영화,미국 영화,청춘 영화,로맨스 영화,인기 로맨스,로맨스·엉뚱하고 기발,코미디,로맨틱 코미디","엉뚱 기발,기분 좋아지는 시간,가슴 뭉클,로맨스"
거꾸로 가는 남자,"그에게 여자란 꽃이거나 사냥감. 남성 우월주의자 다미앵, 여성이 지배하는 세상에서 깨어나다! 이제 그는 과거의 자신과 닮은 여성 작가에 맞서 존엄성을 지켜야 한다.","프랑스 영화,로맨스 영화,코미디,로맨틱 코미디,다크 코미디","위트,은밀한,로맨스"
클라우스,"편지 6천 통을 배달하라고요? 소통은커녕 싸움만 일삼는 마을에서요? 불가능해 보이는 임무에 좌절한 우체부. 그냥 포기하려던 차, 장난감 장인을 만나 아이디어가 떠오른다. 아이들에게 장난감을 줄 테니 편지를 쓰라고 하는 거야!","코미디·가족,미국 영화,코미디,영화·어린이 & 가족","감상적,가슴 뭉클"
윌러비 가족,이렇게 살 거라면 고아가 낫겠네! 자기밖에 모르는 부모에게 질린 네 아이. 엄마와 아빠를 영영 보내버리겠다며 깜찍한 계획을 세운다. 우리끼리 진짜 가족을 만드는 거야!,"코미디·가족,미국 영화,영화·도서 원작,코미디,영화·어린이 & 가족","냉소적,색다른 이야기,엉뚱 기발"
라스트 썸머,"이제 막 고등학교를 졸업한 시카고의 십 대들. 그들이 여름을 맞이한다. 자유로울 수 있는 마지막 기회. 사랑도 꿈도 불투명하지만, 마음이 원하는 길을 가고 싶다.","미국 영화,청춘 영화,로맨스 영화,인기 로맨스,코미디,로맨틱 코미디","기분 좋아지는 시간,가슴 뭉클,로맨스"
말리부 주니어 구조대: 넥스트 웨이브,말리부의 여름은 누가 책임진다? 당연히 도다리 팀! 그러나 올해의 주인공은 국제 비치마스터 대회에 참가한 USA 팀. 아무래도 얌전히 두고 볼 수 없겠는데 이를 어쩌나.,"코미디·가족,미국 영화,코미디·액션,코미디,영화·어린이 & 가족",흥미진진
라테와 마법의 돌,욕심쟁이 곰 왕이 훔쳐 간 마법의 돌을 가져와라. 말라버린 숲을 구하기 위해 모험을 떠나는 라테와 튬. 하지만 용감한 고슴도치와 겁쟁이 다람쥐가 한 팀이 될 수 있을까.,"코미디·가족,미국 영화,영화·도서 원작,코미디,영화·어린이 & 가족,동물 이야기",가슴 뭉클
"오, 라모나!",학교 여신 라모나를 좋아하는 소심한 소년 안드레이. 휴가에서 눈부신 소녀와 마주치면서 그의 연애 전선이 복잡해진다. 드디어 아찔한 첫 경험의 시간이 오는 것일까?,"청춘 영화,영화·도서 원작,루마니아 영화,코미디,다크 코미디","선정적,푼수 캐릭터"
유병재: 블랙코미디,"할 말 많은 유병재, 할 말은 하고 사는 유병재, 그가 입을 연다! 악플을 만나면 또박또박 말대꾸에 19금 유머도 문제없지요. 꽉 막힌 세상, 웃음으로 뚫어드립니다!","스탠드업 코미디,코미디,버라이어티 예능","선정적,푼수 캐릭터"
폴링 인 러브,뜻밖의 행운! 뉴질랜드 시골의 호텔을 거머쥔 샌프란시스코의 커리어 우먼. 그녀가 매력 만점의 인테리어업자와 호텔 수리에 나선다. 그녀는 도시의 삶을 잊을 수 있을까?,"미국 영화,로맨스 영화,코미디,로맨틱 코미디","기분 좋아지는 시간,로맨스"
피어리스,"닉네임 피어리스, 비디오게임 속에서 우주를 구하지. 근데 새 무기 대신 웬 아기? 초능력을 가진 외계 아기 셋이 게임을 넘어 현실에 나타난다. 전투 대신 육아 임무 시작!","코미디·가족,미국 영화,코미디·액션,SF & 판타지,코미디,영화·어린이 & 가족",흥미진진
말리부 주니어 구조대,"인생의 최대 관심사가 장난인 십 대 소년. 사고는 이제 그만, 넘치는 에너지를 주니어 해상 구조대에 쏟아라. 부모님 말씀대로 하고 싶지만, 몸이 근질거려 미치겠는걸?","코미디·가족,미국 영화,코미디·액션,코미디,영화·어린이 & 가족","푼수 캐릭터,흥미진진"
유로비전 송 콘테스트: 파이어 사가 스토리,"언제까지 우물 안에서 놀 텐가! 스타를 꿈꾸는 시골 가수 두 명이 세계적인 음악 경연 대회에 나간다. 판은 커졌는데, 무대에선 실수 연발. 그래도 우리 한번 잘해보자고.","미국 영화,로맨스 영화,인기 로맨스,코미디,로맨틱 코미디,음악 & 뮤지컬,뮤지컬","기분 좋아지는 시간,푼수 캐릭터,로맨스"
리치 인 러브,"굴지의 사업가 아들, 금수저를 물고 태어난 덕에 환대와 호감은 쉽게 얻어졌다. 하지만 우연히 만난 한 여자 때문에 사람의 진심이란 게 궁금해진다. 신분을 속이고 사랑도 일도 바닥부터 배워가는데, 대책 없이 불어나는 거짓말은 어쩌나.","로맨스 영화,코미디,로맨틱 코미디",로맨스
출동! 드래곤 구조대: 송윙 드래곤의 비밀,"혼자는 싫어, 우리 함께 노래해. 언제까지나 함께 노래해? 아니, 그건 곤란한데. 노래하는 드래곤의 최면에 걸린 마을 사람들과 드래곤들. 모두를 깨울 방법을 찾아보자고!","코미디·가족,미국 영화,영화·도서 원작,코미디,영화·어린이 & 가족","기분 좋아지는 시간,가슴 뭉클"
사탄의 베이비시터,12살 소년 콜에게 새 베이비시터가 왔다. 섹시한 건 좋은데 피 범벅의 숭배 의식? 베이비시터의 비밀을 알게 된 콜과 입막음하려는 그녀의 추종자들. 전쟁은 시작됐다!,"미국 영화,호러 영화,코미디·호러,비명 유발·10대,코미디,다크 코미디",긴장감 넘치는
넥스트 젠,"아웃사이더 소녀와 비밀 로봇의 특별한 우정이 시작된다. 악당으로부터 세상을 구하기 위해, 마음을 모으는 두 친구. 스릴 넘치는 모험 속에, 가슴 아픈 상처가 아문다.","코미디·가족,미국 영화,코미디·액션,SF & 판타지,코미디,영화·어린이 & 가족","가슴 뭉클,흥미진진"
크리스마스 연대기,"사고뭉치 남매들, 산타의 썰매에 올라타다? 거침없는 영혼의 21세기 산타도 놀라게 한 크리스마스 대소동! 위기의 크리스마스를 구하기 위한 마법 같은 모험이 시작된다.","코미디·가족,미국 영화,코미디·액션,코미디,영화·어린이 & 가족","기분 좋아지는 시간,가슴 뭉클,흥미진진"
썸원 그레이트,"낯선 도시에 근사한 직장을 구한 저널리스트 제니. 뉴욕을 떠나야 하는데, 애인이 먼저 떠나버렸다. 실연의 상처엔 역시 친구들과 술 한잔. 뉴욕에서 마지막을 불태우리라!","미국 영화,로맨스 영화,인기 로맨스,코미디,로맨틱 코미디",로맨스
스텝 시스터스,백인 사교 클럽 여신들에게 내려진 특명. 흑인 전통 군무 ‘스테핑’을 완성하라! 말이 되냐고? 에라 모르겠다. 스텝이나 밟아보자. 혹시 알아? 우리가 전설이 될지.,"미국 영화,청춘 영화,코미디",위트
DJ 신데렐라,"아빠가 못된 계모에게 홀라당 넘어가다니. 가족은 풍비박산 나고, 사랑에 대한 믿음도 사라졌다. 정체를 숨기고 클럽 DJ로 새로운 삶을 시작한 그녀. 어느 날, 마법처럼 한 남자가 다가왔다! 내 음악에 홀딱 반했다나 뭐라나?","코미디·가족,청춘 영화,영화·도서 원작,코미디,영화·어린이 & 가족",기분 좋아지는 시간
이상한 나라의 앨릭스,"여자친구와 첫날밤을 앞둔 10대 소년 앨릭스. 마음의 준비는 끝났고! 호텔도 잡았고! 그러나 계획에 차질이 생긴다. 앨릭스의 마음을 사로잡은, 그 남자 때문에.","LGBTQ 영화,미국 영화,청춘 영화,로맨스 영화,인기 로맨스,코미디,로맨틱 코미디,인디 영화","색다른 이야기,위트,로맨스"
세컨드 액트,"대형 마트의 부매니저 마야. 실력은 뛰어나지만, 낮은 학력 때문에 승진의 벽에 부딪힌다. 좌절한 그녀에게 찾아온 인생 대반전의 기회. 마야의 새로운 전성기가 시작된다.","미국 영화,로맨스 영화,인기 로맨스,코미디,로맨틱 코미디","감동,푼수 캐릭터,로맨스"
배드 맘스 크리스마스,"모두가 행복해야 할 크리스마스. 그날이 다가올수록 세 엄마는 불길하기만 하네. 심지어 그들의 사고뭉치 엄마들까지 등장 완료! 행복으로 가는 길, 원래 가시밭길인 걸까?","미국 영화,코미디",선정적
해변의 밀프,"집을 처분하려고 해변으로 향하는 세 친구. 차는 쌩쌩 달리지만 마음은 인생에 대한 피로와 상실감쯤에 머물러 있다. 그런데 뜨거운 태양과 바다 탓일까. 점점 들떠가는 마음에 연하남들까지 불을 지핀다. 친구들아, 나 좀 설레도 되겠니?","프랑스 영화,로맨스 영화,관능적 로맨틱 영화,코미디,로맨틱 코미디","관능적,선정적,로맨스"
오늘부터 로그아웃,"스마트폰은 나의 분신! SNS 인플루언서 그녀, 일상부터 연애사까지 빼곡히 공유하기에 24시간이 모자랄 지경. 그런데 갑자기 스마트폰 금지령과 함께, 첩첩산중에서 할아버지와 지내라는 명이 떨어졌다! 로그아웃된 삶, 뭘 하고 지내지?","로맨스 영화,코미디,로맨틱 코미디","기분 좋아지는 시간,풍부한 감정,로맨스"
우리 처음 만났을 때,"신비한 포토 부스를 이용해 3년 전 '그날'로 갈 수 있게 된 노아. 에이버리를 처음 만난 핼러윈, 그 하루를 몇 번이든 다시 살 것이다. 그녀의 사랑을 얻을 수만 있다면.","미국 영화,로맨스 영화,로맨스·엉뚱하고 기발,코미디,로맨틱 코미디","엉뚱 기발,로맨스"
카우보이의 노래,"무법자들의 세상으로 떠날 준비 됐는가? 미국 서부 개척 시대, 먼지 날리는 황량한 풍경 속에 예측할 수 없는 비극과 희극이 교차한다. 어디에 정착하든 끝까지 의심하라.","미국 영화,서부 영화,코미디,다크 코미디","황당한 이야기,색다른 이야기,위트,다크"
넌 실수였어,"하와이로 임직원 휴가를 떠나는 남자. 꿈속의 여인을 초대하고는 두근두근 기다리는데, 정작 나타난 건 악몽의 소개팅 파트너다. 이미 엎질러진 물, 비행기 이륙합니다!","미국 영화,로맨스 영화,로맨스·엉뚱하고 기발,코미디,로맨틱 코미디","선정적,엉뚱 기발,푼수 캐릭터,로맨스"
매직 마스크 레슬러,"언젠가는 WWE 스타가 되고 말겠어. 근데 그 꿈이 지금 당장 이루어진다면? 우연히 마법의 가면을 얻은 열한 살 소년이 링에 오른다. 덩치들아 비켜라, 작은 고추 나가신다!","코미디·가족,미국 영화,코미디,코미디·스포츠,영화·어린이 & 가족","기분 좋아지는 시간,가슴 뭉클,푼수 캐릭터"
덤플링,"사회가 멋대로 정한 기준, 엄마가 멋대로 부르는 별명. 잘못됐다는 걸 보여주겠어! 당찬 마음과 풍만한 몸매의 소녀 윌로딘. 엄마가 진행하는 지역 미인대회에 참가한다.","미국 영화,영화·도서 원작,코미디,인디 영화","가슴 뭉클,감동"
시크릿 세탁소,"남편을 잃었는데, 보험금은 턱도 없다. 분노에 휩싸여 답을 구하는 여인. 맹렬한 추적 끝에 그녀는 갑부들을 위해 현금을 세탁하는 파나마의 교활한 변호사 둘을 찾아낸다.","영화·실화 바탕,미국 영화,영화·도서 원작,사회 이슈 드라마,코미디,다크 코미디",위트
언브레이커블 키미슈미트: 키미 대 교주,"중요한 이때, 어딜 간다고? 왕자와의 결혼을 앞둔 키미. 그 전에 교주의 사악한 음모를 막아야 한다. 《언브레이커블 키미슈미트》의 인터랙티브 스페셜. 자, 선택하세요!","시트콤,미국 영화,TV 프로그램·코미디,미국 TV 프로그램,코미디,다크 코미디","위트,엉뚱 기발,푼수 캐릭터"
우리 사이 어쩌면,"유명 셰프 사샤와 무명 뮤지션 마커스. 어린 시절 친구인 이들이 15년 만에 다시 만난다. 여전히 서로에게 끌리는 두 사람. 하지만, 가까이하기엔 서로 너무 다른걸?","미국 영화,로맨스 영화,인기 로맨스,코미디,로맨틱 코미디","위트,로맨스"
워 머신,"모든 이로부터 버려진 전쟁터에 자부심 강한 장군이 도착한다. 그의 임무는 승리. 오직 그 임무를 향해 장군은 돌진하지만, 진정한 적은 바로 스스로의 오만이다.","영화·실화 바탕,미국 영화,영화·도서 원작,코미디,정치 코미디 영화,다크 코미디","위트,로맨스"
유병재: B의 농담,"그냥 물러서지 않는다! 악플에 대한 코미디언 유병재의 당당한 피드백. 자신을 향한 논란, 사회적 이슈, 소속사 저격까지. 더 세진 농담과 신랄한 풍자로 세상을 꼬집는다.","스탠드업 코미디,코미디,버라이어티 예능",냉소적
출동! 드래곤 구조대: 황금드래곤 사냥,레스큐 라이더스 친구들에게 새로운 임무가 떨어졌다. 100년 만에 딱 하나의 알을 낳는 황금드래곤. 그 소중한 알을 보호하라. 서두르지 않으면 해적이 훔쳐 가버릴 거야!,"코미디·가족,미국 영화,영화·도서 원작,코미디,영화·어린이 & 가족",기분 좋아지는 시간
지금부터 싱글,자유로운 연애가 싱글의 특권이라고? 싱글 라이프를 맘껏 즐기는 절친과 달리 동화 같은 사랑을 꿈꾸는 소셜 미디어 매니저. 그녀는 오늘도 전 남자 친구 염탐에 나선다.,"남아프리카 영화,아프리카 영화,로맨스 영화,로맨스·엉뚱하고 기발,코미디,로맨틱 코미디",엉뚱 기발
장화 신은 고양이: 동화책 어드벤처,"장화 신은 고양이가 마법의 책 속에 갇혔다! 빨리 친구들한테 돌아가고 싶은데, 나가는 길을 찾을 수가 없네? 기다려라, 장화 신은 고양이. 선택은 내가 맡는다!","코미디·가족,미국 영화,코미디,영화·어린이 & 가족,동물 이야기",푼수 캐릭터
섹스튜플리츠,"천애의 고아로 자랐는데, 사실은 내가 여섯쌍둥이라니! 오랫동안 존재조차 몰랐던 가족을 만나러 가는 남자. 가족이라고 다 반가울까? 말런 웨이언스의 1인 7역 코미디.","미국 영화,코미디","선정적,푼수 캐릭터"
가짜 암살자의 진짜 회고록,"주인공이 쓴 소설 ""국제 암살전문가의 회고록""은 ""진짜"" 회고록으로 둔갑하여 출판되고, 진짜 암살자로 오해받은 주인공은 베네수엘라로 납치되어 ""진짜"" 암살 임무를 수행해야 하는 상황에 놓인다.","미국 영화,액션 & 어드벤처,코미디·액션,코미디","푼수 캐릭터,흥미진진"
어느 날 인생이 엉켰다,완벽주의자 광고 회사 임원 바이올렛. 그녀는 어느 날 깨닫는다. 완벽한 왕자님도 아름다운 동화도 현실엔 없음을. 그녀는 공주 같던 머리부터 바꾸고 자신을 찾아 나선다.,"미국 영화,영화·도서 원작,로맨스 영화,코미디,로맨틱 코미디","감상적,감동,로맨스"
위험한 만찬,인생의 절반 이상을 함께한 친구들. 속속들이 다 아는 사이에 휴대전화 메시지쯤은 공개할 수 있잖아? 장난처럼 시작한 게임이 저녁 식사 자리를 아수라장으로 만든다.,"프랑스 영화,코미디",위트
더 패키지,"깊은 산중, 캠핑하던 10대 소년이 병원에 실려 간다. 친구들의 손에 남은 건 그의 가장 소중한 그것! 서둘러라, 한 남자의 운명과 네 친구의 존엄이 걸린 배달이 시작된다!","미국 영화,청춘 영화,코미디,다크 코미디","황당한 이야기,선정적,푼수 캐릭터"
렛 잇 스노우,"크리스마스이브, 세찬 눈보라가 작은 마을을 덮친다. 각자의 사연을 지닌 마을의 고등학교 졸업반 학생들. 예기치 못한 폭설은 이들의 우정, 사랑, 미래까지 뒤흔든다.","LGBTQ 영화,미국 영화,청춘 영화,로맨스 영화,인기 로맨스,코미디,로맨틱 코미디","기분 좋아지는 시간,로맨스"
커피 & 카림,주변머리 없는 디트로이트 경찰 커피. 엄마의 남자 친구인 그가 꼴도 보기 싫은 카림. 두 사람이 떼려야 뗄 수 없는 사이가 된다. 왜? 마약상들이 죽이려고 쫓아와서!,"미국 영화,액션 & 어드벤처,코미디·액션,액션 & 어드벤처·범죄,코미디","황당한 이야기,흥미진진"
바르셀로나 이비자 DJ,"스페인 출장을 떠나는 하퍼. 하지만 노는 데 목숨 건 친구들이 따라붙어 귀찮게 한다. 심지어 유명한 DJ와 어떻게 해보라고 부추기는데! 일이냐 연애냐, 그것이 문제로다.","미국 영화,로맨스 영화,로맨스·엉뚱하고 기발,코미디,로맨틱 코미디","선정적,위트,엉뚱 기발,로맨스"
데스페라도스,그거 알아? 술이 원수다. 그렇지 않고서야 그에게 그런 망측한 메일을 보낼 리가 있나. 이 사태를 수습하기 위해 친구들과 멕시코로 날아가는 웨스. 반드시 지우고 만다!,"미국 영화,로맨스 영화,로맨스·엉뚱하고 기발,코미디,로맨틱 코미디","황당한 이야기,엉뚱 기발,로맨스"
빤스맨과 네 맘대로 극장,크럽 교장 선생님이 단단히 뿔났다. 조지와 해롤드의 나무집을 없애버리겠다고? 둘만의 힘으론 막을 수 없다! 우리의 선택으로 나무집을 구해내는 인터랙티브 스페셜.,"코미디·가족,미국 영화,영화·도서 원작,코미디,영화·어린이 & 가족",푼수 캐릭터
두 오버,옛 친구의 권유를 받아들여 자신이 죽은 듯 가장한 한 은행 지점장. 이제 모험으로 가득찬 그의 인생이 시작된다.,"미국 영화,액션 & 어드벤처,코미디·액션,코미디","선정적,푼수 캐릭터"
유니콘 스토어,"재능을 꽃피우지 못하고 미대를 중퇴한 키트. 더는 꿈만 좇으며 살지 않고자, 회사에 취직한다. 그런 그녀 앞에 나타난 신비한 상점. 이곳에서 유니콘을 데려올 수 있다고?","미국 영화,코미디,인디 영화","엉뚱 기발,가슴 뭉클"
와인 컨트리,오랜 친구의 생일에 모처럼 뭉친 친구들. 와인의 천국 내파밸리로 여행을 간다. 이제부터 우정이 무르익는 완벽한 주말? 하지만 시간이 갈수록 상황은 점점 난장판이 된다.,"미국 영화,코미디",위트
러브 웨딩 리피트,하나뿐인 여동생의 결혼식. 테이블 배치 때문에 대혼란이 일어난다. 설상가상 마음에 둔 그녀까지 놓쳐버린 잭. 만약 처음으로 다시 돌아가 다른 방법을 쓴다면 어떨까?,"영국 영화,로맨스 영화,코미디,로맨틱 코미디","위트,가슴 뭉클,로맨스"
크레이지 티처,"성공의 척도는 돈이라고 철석같이 믿는 남자. 생계를 위해 어쩔 수 없이 교사가 된다. 하지만 선생님들의 급여가 몽땅 도난당할 줄이야. 상대가 얼마나 위험한 조직이든, 가만있을 순 없다. 교사, 학생들과 함께 돈을 되찾으러 출발!","인도네시아 영화,코미디",잔잔한 분위기
작은 사탄,"의욕에 불타는 새신랑이자 새아빠 게리. 정말로 잘해보고 싶었건만, 다섯 살 의붓아들이 악마일지도 모른다니! 게리는 무섭지만 보는 사람은 웃기는 호러 코미디.","미국 영화,호러 영화,코미디·호러,코미디,다크 코미디","황당한 이야기,무서운 이야기"
이지와 오시,셰프가 되고 싶은 소녀와 복서로 성공하고 싶은 소년. 그들이 서로의 꿈을 위해 동맹을 맺는다. 억만장자인 소녀의 부모를 설득해 돈을 받아낼 것. 일단 계획은 완벽하다. 이대로 흘러가기만 한다면!,"독일 영화,로맨스 영화,코미디,로맨틱 코미디","선정적,로맨스"
검은 욕망,"교수로, 판사의 아내로, 완벽한 삶을 꾸려온 여인. 어느 주말, 그녀의 일상이 흔들리기 시작한다. 하룻밤의 일탈로 끝날 줄 알았던 부정, 그리고 갑작스러운 의문의 죽음. 보이지 않는 수면 아래, 그곳엔 어떤 진실이 감춰져 있나.","멕시코 TV 시리즈,라틴 아메리카 TV 쇼,TV 프로그램·미스터리,TV 프로그램·스릴러","관능적,은밀한,긴장감 넘치는"
너의 모든 것,"마음이 끌리는 사람에게 다가가기 위해서라면, 무슨 짓이든 할 수 있다. 위험한 매력의 소유자, 집착의 끝을 보여주는 남자. 그의 소름 끼치는 로맨스가 시작된다.","TV 드라마·범죄,도서 원작의 TV 프로그램,TV 프로그램·스릴러,TV 드라마,미국 TV 프로그램","다크,긴장감 넘치는"
보디가드,트라우마를 안고 돌아온 참전 군인. 열차 테러를 막을 정도로 유능한 그가 장관의 경호를 맡는다. 하지만 장관은 그를 전쟁으로 이끈 장본인. 둘의 운명은 어디로 갈까.,"TV 드라마·범죄,TV 프로그램·정치,영국 TV 프로그램,TV 프로그램·미스터리,TV 프로그램·스릴러,TV 드라마","긴장감 넘치는,흥미진진"
굿 걸스,빠듯한 살림과 빚잔치에 울화가 치민 세 여인. 언제까지 이렇게 살아? 동네 마트나 한번 털고 허리 좀 펴자! 생각으로 그쳤으면 좋았을 것을 과감하게 실행에 옮긴다.,"TV 드라마·범죄,TV 드라마,TV 프로그램·코미디,미국 TV 프로그램","위트,긴장감 넘치는"
마인드헌터,단지 미치광이의 소행인가. 무차별 잔혹 범죄가 급증한 1970년대 말. FBI 행동과학부 요원들은 잇달아 발생한 강력 사건 해결을 위해 살인마들과 위험한 대화를 시작한다.,"TV 드라마·범죄,도서 원작의 TV 프로그램,TV 프로그램·미스터리,TV 프로그램·스릴러,TV 드라마,미국 TV 프로그램","등골 서늘,무서운 이야기"
루머의 루머의 루머,"친구의 비극적인 자살 후, 미스터리한 일들이 연이어 일어난다. 가슴 아픈 사건들의 중심에 서는 클레이 젠슨. 고등학생이 감당하기에는 너무 힘겨운 시간을 보낸다.","TV 드라마·범죄,도서 원작의 TV 프로그램,TV 프로그램·10대,TV 프로그램·미스터리,TV 드라마,미국 TV 프로그램","다크,긴장감 넘치는,풍부한 감정"
다크,"어느 날, 아이가 사라졌다. 처음이 아니다. 3대를 이어온 미스터리, 절박하게 답을 찾으려는 네 가족. 현재와 과거가 얽힌 혼돈의 근원에는 무엇이 도사리고 있는 걸까.","TV 드라마·범죄,TV 프로그램·SF,독일·TV 프로그램,TV 프로그램·미스터리,TV 프로그램·스릴러,TV 드라마","현실 붕괴,등골 서늘,불길한 기운,무서운 이야기,긴장감 넘치는"
베터 콜 사울,"에미상 후보작 《브레이킹 배드》의 스핀 오프 시리즈로, 삼류 변호사 지미 맥길이 악덕 변호사 사울 굿맨으로 변하게 되는 과정을 그린다.","TV 드라마·범죄,TV 드라마,미국 TV 프로그램",색다른 이야기
지상 최악의 교도소에 가다,"범죄의 종착지일까, 범죄의 심장부일까. 두 명의 저널리스트가 야만과 고통으로 얼룩진 교도소들을 체험한다. 높은 담장 안에는 재소자와 간수뿐, 안전망이란 없다!","영국 TV 프로그램,다큐시리즈",수사
나르코스: 멕시코,세상을 지배하려는 멕시코 마약왕. 누가 검은 야욕을 막을 것인가. 부패한 권력? 무너진 정의? 세상을 지키려는 신념으로 뭉친 미국 마약단속국 요원이 그를 뒤쫓는다.,"TV 드라마·범죄,TV 프로그램·스릴러,TV 드라마,미국 TV 프로그램,TV 프로그램·액션 & 어드벤처","다크,흥미진진"
센스8,어느 날 갑자기 서로의 감각과 감정을 공유하게 된 낯선 8명의 남녀. 《매트릭스》와 《바빌론 5》의 제작팀이 선보이는 본격 SF 시리즈.,"TV 드라마·범죄,TV 프로그램·SF,TV 프로그램·스릴러,TV 드라마,미국 TV 프로그램","현실 붕괴,은밀한,다크,긴장감 넘치는,풍부한 감정"
보스 프린세스,"정략결혼은 싫어! 삼합회 보스인 아버지에게 반기를 든 딸. 집을 뛰쳐나와 유명 기획사에 경호원으로 들어간다. 목적은 단 하나, 꿈에 그리던 그를 가까이서 볼 거야.","TV 드라마·범죄,TV 드라마·로맨스,TV 프로그램·코미디·로맨스,대만 TV 쇼,TV 드라마,TV 프로그램·코미디","풍부한 감정,흥미진진,로맨스"
얼터드 카본,"250년 전에 죽음으로 봉인된 죄수. 그가 새로운 육체를 얻어 되살아난다. 이제 부활의 대가를 치를 순간. 비밀과 음모의 미궁 속에서, 기이한 살인 사건을 해결해야 한다.","TV 드라마·범죄,TV 프로그램·SF,도서 원작의 TV 프로그램,TV 프로그램·스릴러,TV 드라마,미국 TV 프로그램,TV 프로그램·액션 & 어드벤처,사이버펑크","현실 붕괴,폭력,다크"
마블 아이언 피스트,"죽음에서 돌아온 남자, 모든 것을 빼앗긴 그를 기다리는 건 거대한 음모뿐이다. 누구도 믿을 수 없는 도시, 어둠과 싸우는 불꽃. 이것이 아이언 피스트의 숙명이다.","TV 드라마·범죄,TV 프로그램·만화 원작,TV 드라마,미국 TV 프로그램,TV 프로그램·액션 & 어드벤처","긴장감 넘치는,흥미진진"
Marvel 퍼니셔,"범죄자들의 손에 가족을 잃은 전직 해병. 그가 세상에 나왔다, 스스로 정의가 되어 악인을 응징하고자. 아무리 거대한 권력이 나서도, 그의 복수를 막을 자, 세상에 없다.","TV 프로그램·만화 원작,TV 프로그램·스릴러,미국 TV 프로그램,TV 프로그램·액션 & 어드벤처","긴장감 넘치는,흥미진진"
마블 데어데블,"어린 시절 사고로 시력을 잃었지만, 다른 감각이 초인적으로 발달한 맷 머독. 낮에는 변호사, 밤에는 슈퍼 히어로가 되어 쉼 없이 싸운다. 뉴욕의 헬스키친을 지키기 위해!","TV 프로그램·만화 원작,미국 TV 프로그램,TV 프로그램·액션 & 어드벤처","다크,흥미진진"
피키 블라인더스,"1919년 영국 버밍엄. 토마스 셸비를 주축으로 한 셸비 가문은 악명 높은 범죄 조직 ""피키 블라인더스""를 이끌고 암흑가의 정상을 차지하기 위해 수단과 방법을 가리지 않는다.","TV 드라마·범죄,시대물,영국 TV 프로그램,TV 드라마",폭력
오자크,"시카고의 잘나가는 재무 컨설턴트 마티는 가족과 함께 미주리 주 오자크로 이사한다. 목적은 하나, 파트너가 횡령한 마약 조직의 돈 5억 달러를 돈세탁하는 것.","TV 드라마·범죄,TV 프로그램·스릴러,TV 드라마,미국 TV 프로그램","불길한 기운,다크"
리버데일,"평화로운 소도시 리버데일에서 살아가는 아치와 친구들이 복잡한 연애, 섹스, 학교생활과 가족사를 헤쳐나간다. 파고들수록 수렁으로 빠져드는 리버데일의 미스터리.","TV 드라마·범죄,TV 프로그램·만화 원작,TV 프로그램·10대,TV 프로그램·미스터리,TV 드라마,미국 TV 프로그램","색다른 이야기,다크,풍부한 감정"
시간여행자,별안간 완전히 다른 사람이 된 듯한 4인에 대해 수사하던 FBI 요원 매클래런은 인류의 미래에 대해 놀라운 사실을 알게 된다.,"TV 드라마·범죄,TV 프로그램·SF,캐나다 TV 쇼 프로그램,TV 프로그램·스릴러,TV 드라마","다크,흥미진진"
